Subject,PPID,Session,TrialNumber,Stim,Liking,Familiarity,Onset
JDEN,220919JDEN1,pre,2,ss,Love,VeryFamiliar,61
JDEN,220919JDEN1,pre,3,fw,Like,Unfamiliar,121
JDEN,220919JDEN1,pre,4,fw,Neutral,VeryUnfamiliar,181
JDEN,220919JDEN1,pre,5,ss,Love,VeryFamiliar,241
JDEN,220919JDEN1,pre,6,fw,Like,VeryUnfamiliar,301
JDEN,220919JDEN1,pre,7,ss,Love,VeryFamiliar,361
JDEN,220919JDEN1,pre,8,ss,Love,VeryFamiliar,421
JDEN,220919JDEN1,pre,9,bp,Like,Unfamiliar,481
JDEN,220919JDEN1,pre,10,fw,Neutral,VeryUnfamiliar,541
JDEN,220919JDEN1,pre,11,fw,Like,Familiar,601
JDEN,220919JDEN1,pre,12,fw,Neutral,VeryUnfamiliar,661
JDEN,220919JDEN1,pre,13,fw,Love,VeryFamiliar,721
JDEN,220919JDEN1,pre,14,nw,Like,VeryUnfamiliar,781
JDEN,220919JDEN1,pre,15,nw,Neutral,VeryUnfamiliar,841
JDEN,220919JDEN1,pre,16,nw,Neutral,VeryUnfamiliar,901
JDEN,220919JDEN1,pre,17,bp,Neutral,VeryUnfamiliar,961
JDEN,220919JDEN1,pre,18,bp,NA,VeryUnfamiliar,1021
JDEN,220919JDEN1,pre,19,ss,Love,VeryFamiliar,1081
JDEN,220919JDEN1,pre,20,fw,Neutral,VeryUnfamiliar,1141
JDEN,220919JDEN1,pre,21,ss,Love,VeryFamiliar,1201
JDEN,220919JDEN1,pre,22,fw,Neutral,VeryUnfamiliar,1261
JDEN,220919JDEN1,pre,23,fw,Neutral,VeryUnfamiliar,1321
JDEN,220919JDEN1,pre,24,nw,Neutral,Unfamiliar,1381
JDEN,220919JDEN3,post,1,bp,Love,VeryUnfamiliar,1
JDEN,220919JDEN3,post,2,nw,Neutral,VeryUnfamiliar,61
JDEN,220919JDEN3,post,3,fw,Neutral,VeryUnfamiliar,121
JDEN,220919JDEN3,post,4,bp,Neutral,VeryUnfamiliar,181
JDEN,220919JDEN3,post,5,fw,Neutral,Familiar,241
JDEN,220919JDEN3,post,6,fw,Neutral,VeryUnfamiliar,301
JDEN,220919JDEN3,post,7,nw,Neutral,VeryUnfamiliar,361
JDEN,220919JDEN3,post,8,bp,Neutral,VeryUnfamiliar,421
JDEN,220919JDEN3,post,9,bp,Neutral,Unfamiliar,481
JDEN,220919JDEN3,post,10,ss,Love,VeryFamiliar,541
JDEN,220919JDEN3,post,11,nw,Neutral,Unfamiliar,601
JDEN,220919JDEN3,post,12,fw,Neutral,VeryUnfamiliar,661
JDEN,220919JDEN3,post,13,fw,Love,VeryFamiliar,721
JDEN,220919JDEN3,post,14,ss,Love,VeryFamiliar,781
JDEN,220919JDEN3,post,15,fw,Like,Familiar,841
JDEN,220919JDEN3,post,16,fw,Neutral,VeryUnfamiliar,901
JDEN,220919JDEN3,post,17,fw,Like,Familiar,961
JDEN,220919JDEN3,post,18,ss,Love,VeryFamiliar,1021
JDEN,220919JDEN3,post,19,ss,Love,VeryFamiliar,1081
JDEN,220919JDEN3,post,20,nw,Neutral,Unfamiliar,1141
JDEN,220919JDEN3,post,21,ss,Love,VeryFamiliar,1201
JDEN,220919JDEN3,post,22,fw,Like,Unfamiliar,1261
JDEN,220919JDEN3,post,23,fw,Like,VeryUnfamiliar,1321
JDEN,220919JDEN3,post,24,ss,Love,VeryFamiliar,1381
EKAS,221103EKAS1,pre,1,bp,Like,VeryUnfamiliar,1
EKAS,221103EKAS1,pre,2,fw,Like,VeryUnfamiliar,61
EKAS,221103EKAS1,pre,3,nw,Neutral,VeryUnfamiliar,121
EKAS,221103EKAS1,pre,4,fw,Like,VeryUnfamiliar,181
EKAS,221103EKAS1,pre,5,bp,Neutral,Unfamiliar,241
EKAS,221103EKAS1,pre,6,fw,Like,VeryFamiliar,301
EKAS,221103EKAS1,pre,7,fw,Neutral,VeryUnfamiliar,361
EKAS,221103EKAS1,pre,8,fw,Like,Familiar,421
EKAS,221103EKAS1,pre,9,bp,Neutral,VeryUnfamiliar,481
EKAS,221103EKAS1,pre,10,nw,Neutral,VeryFamiliar,541
EKAS,221103EKAS1,pre,11,nw,Like,VeryUnfamiliar,601
EKAS,221103EKAS1,pre,12,fw,Hate,VeryUnfamiliar,661
EKAS,221103EKAS1,pre,13,ss,Love,VeryFamiliar,721
EKAS,221103EKAS1,pre,14,fw,Like,VeryUnfamiliar,781
EKAS,221103EKAS1,pre,15,ss,Love,VeryFamiliar,841
EKAS,221103EKAS1,pre,16,bp,Hate,VeryFamiliar,901
EKAS,221103EKAS1,pre,17,ss,Love,VeryFamiliar,961
EKAS,221103EKAS1,pre,18,fw,Like,VeryUnfamiliar,1021
EKAS,221103EKAS1,pre,19,ss,Love,VeryFamiliar,1081
EKAS,221103EKAS1,pre,20,fw,Like,Familiar,1141
EKAS,221103EKAS1,pre,21,ss,Love,VeryFamiliar,1201
EKAS,221103EKAS1,pre,22,fw,Like,VeryUnfamiliar,1261
EKAS,221103EKAS1,pre,23,nw,Hate,VeryFamiliar,1321
EKAS,221103EKAS1,pre,24,ss,Love,VeryFamiliar,1381
READ,READMREADME.txt,NA,1,NA,NA,NA,1
